EpochID,Total tx # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,160000.00000000000000000000000000000000000000000000000000000000,39749,120251,120251,1745395130542,1745395365941,679.69653592159193067345768213272094726562500000000000000000
