EpochID,Total tx # in this epoch,CTX # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,CTX ratio of this epoch
0,160000.00000000000000000000000000000000000000000000000000000000,120251.00000000000000000000000000000000000000000000000000000000,39749,120251,120251,0.75156875000000000763833440942107699811458587646484375000
