EpochID,Total tx # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,160000.00000000000000000000000000000000000000000000000000000000,39749,120251,120251,1746522770374,1746523005487,680.52497768977548275870503857731819152832031250000000000000
