EpochID,Total tx # in this epoch,CTX # in this epoch,Normal tx # in this epoch,Broker1 tx # in this epoch,Broker2 tx # in this epoch,CTX ratio of this epoch
0,160000.00000000000000000000000000000000000000000000000000000000,35962.00000000000000000000000000000000000000000000000000000000,124038,35962,35962,0.22476250000000000395239396766555728390812873840332031250
