EpochID,Total tx # in this epoch,Normal tx # in this epoch,Broker1 tx # in this epoch,Broker2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,160000.00000000000000000000000000000000000000000000000000000000,124038,35962,35962,1745394680898,1745394810967,1230.11658106222603237256407737731933593750000000000000000000
